premise,hypothesis,label
"['asserted', 'area', 'blessed', 'highest', 'concentration', 'exactly', 'natural', 'features', 'combined', 'create', 'pleasing', 'relaxing', 'vistas', 'possible', 'landscapes', 'composed', 'lakes', 'representing', 'source', 'life', 'water', 'trees', 'offering', 'promise', 'shelter', 'smooth', 'areas', 'providing', 'easy', 'walking', 'curved', 'shoreline', 'path', 'distance', 'stimulate', 'curiosity']","['believe', 'assertions', 'areas', 'beauty']",2
"['quite', 'young', 'eighteen']","['midto', 'late', 'forties']",2
"['questions', 'regarding', 'report', 'please', 'call', '202', '5124841']","['phone', 'number', '202', '4124841']",2
"['flanked', 'patches', 'forest', 'leading', 'foothills', 'himalayas', 'flat', 'plain', 'stretches', 'right', 'across', 'bay', 'bengal', '1600', 'km', '1000', 'miles', 'away', 'areas', 'kept', 'nature', 'reserves', 'countrys', 'wildlife', 'notably', 'tigers', 'leopards', 'elephants']","['nature', 'reserves', 'offer', 'tours', 'see', 'wildlife']",1
"['weekly', 'standard', 'argues', 'america', 'back', 'lee', 'words', 'necessary', 'military', 'force', 'later', 'washington', 'post', 'reports', 'us', 'envoys', 'pressure', 'back']","['weekly', 'standard', 'washington', 'post', 'identical', 'views', 'us', 'approach', 'lee']",2
"['must', 'reexamine', 'base', 'including', 'current', 'human', 'capital', 'policies', 'practices']","['dont', 'look', 'base']",2
"['sitting', 'night', 'always', 'rather', 'jumpy', 'confessed']","['stated', 'sitting', 'night', 'relaxing']",2
"['also', 'disappointing', 'earnings', 'reports', 'intel', 'bluechip', 'companies', 'two', 'weeks', 'leading', 'crash', 'caused', 'investors', 'question', 'value', 'entire', 'portfolios']","['intel', 'many', 'disappointing', 'earning', 'reports']",1
"['8th', 'circa', 'bcgreeks', 'colonize', 'sicily', 'southern', 'regions']","['colonizing', 'southern', 'regions', 'greeks', 'conquered', 'northern', 'regions']",1
"['accusations', 'corruption', 'among', 'officials', 'raos', 'administration', '1995', 'also', 'paved', 'way', 'comeback']","['people', 'accused', 'rao', 'officials', 'corruption', 'led', 'comeback']",0
"['yeah', 'like', 'think', 'ive', 'seen', 'dont', 'remember', 'look', 'like']","['remember', 'vividly', 'look', 'like']",2
"['well', 'let', 'us', 'leave']","['lets', 'leave']",0
"['explains', 'presence', 'guangzhou', 'huaisheng', 'mosque', 'reputed', 'chinas', 'oldest', 'traditionally', 'dated', 'ad', '627']","['huaisheng', 'mosque', 'chinas', 'youngest', 'mosque']",2
"['also', 'eustace', 'street', 'information', 'office', 'cultural', 'center', 'children', 'ark']","['ark', 'primarily', 'intended', 'children', 'ages', '513']",1
"['uh', 'im', 'originally', 'virginia', 'uh', 'memories', 'summer', 'always', 'stifling', 'humidity']","['born', 'richmond', 'virginia']",1
"['dismounted', 'cadaan', 'saw', 'smaller', 'rest']","['5', 'inches', 'shorter', 'rest', 'men']",1
['didnt'],['yes'],2
"['sainteanne', 'long', 'broad', 'beach', 'used', 'fishermen', 'vividly', 'painted', 'boats', 'also', 'families', 'small', 'children']","['families', 'small', 'children', 'fishermen', 'boats', 'seen', 'along', 'beach', 'sainteanne']",0
"['look', 'youve', 'asking', 'lot', 'questions']","['look', 'throwing', 'volley', 'questions', 'way']",0
"['must', 'capital', 'goods', 'replaced', 'depreciate', 'new', 'generations', 'workers', 'must', 'comparably']","['capital', 'goods', 'able', 'last', 'eternity']",2
"['pundits', 'side', 'bushyheaded', 'george', 'stephanopoulos', 'week', 'arguing', 'air', 'strikes', 'would', 'politically', 'palatable']","['mr', 'stephanopoulos', 'large', 'pundit', 'following', 'due', 'stance', 'air', 'strikes', 'politically', 'palatable']",0
"['today', 'effects', 'pollution', 'taking', 'toll', 'agras', 'monuments']","['agras', 'monuments', 'damaged', 'pollution']",0
"['energyrelated', 'activities', 'primary', 'source', 'us', 'manmade', 'greenhouse', 'gas', 'emissions']","['producing', 'energy', 'main', 'source', 'us', 'greenhouse', 'gas', 'emissions']",0
"['professors', 'think', 'imitate', 'big', 'bird']","['professors', 'like', 'cool', 'big', 'bird']",1
"['seek', 'achieve', 'good', 'benefit', 'least', 'harm', 'destruction', 'things', 'value', 'argued']","['argued', 'recklessly', 'destroy', 'things', 'care']",2
"['approaches', 'achieving', 'missions', 'vary', 'considerably', 'agencies']","['approaches', 'achieving', 'missions', 'changes', 'little']",2
"['unfortunately', 'following', 'vogue', 'conceptualism', 'kentridge', 'entered', 'film', 'show', 'uses', 'animation', 'sketches', 'much', 'cruder', 'ones', 'usually', 'interspersed', 'documentary', 'footage', 'apartheid', 'era']","['kentridge', 'enter', 'film', 'show', 'lifetime']",2
"['dont', 'show', 'local']","['sentence', 'show', 'things', 'arent', 'local']",0
['monsieur'],"['speaker', 'french']",1
"['two', 'accounts', 'commonly', 'combined', 'discussing', 'social', 'security', 'program']","['social', 'security', 'program', 'involves', 'one', 'accounts']",2
"['goodbye', 'julius', 'bending', 'car']","['julius', 'staying', 'someone', 'else', 'leaving']",1
"['right', 'right', 'well', 'know', 'think', 'uh', 'think', 'going', 'happen', 'dont', 'know', 'dont', 'know', 'else', 'could', 'suggest', 'know', 'ask', 'dont', 'know', 'wouldnt', 'know', 'else', 'suggest', 'education', 'start', 'little', 'kids', 'know', 'like', 'said', 'know', 'start', 'making', 'practice', 'know', 'start', 'showing', 'street', 'signs', 'cars', 'course', 'think', 'cars', 'manufactured', 'way', 'arent', 'arent', 'f', 'new', 'ones', 'im', 'seeing', 'made', 'miles', 'per', 'hour', 'kilometers']","['education', 'make', 'happen']",1
"['egg', 'cattle', 'merry', 'wedged', 'marvelous']",['excited'],1
"['slopes', 'hill', 'find', 'edinburgh', 'zoo', 'located', 'behind', 'corstorphine', 'hospital']","['edinburgh', 'zoo', 'located', 'behind', 'corstophine', 'hospital']",0
"['nobodys', 'going', 'bother']","['one', 'going', 'bother', 'new', 'haircut']",1
"['honour', 'hang', 'high', 'haman']","['hang', 'glee']",1
['never'],"['sad', 'never', 'happen']",1
"['similarly', 'oim', 'revised', 'electronic', 'grant', 'renewal', 'application', 'accommodate', 'new', 'information', 'sought', 'lsc', 'ensure', 'greater', 'ease', 'users']","['users', 'since', 'reported', 'finding', 'grant', 'application', 'process', 'much', 'streamlined']",1
"['use', 'generalized', 'additive', 'models', 'timeseries', 'studies', 'air', 'pollution', 'health']","['series', 'studies', 'pollution', 'effects']",0
"['cant', 'last', 'seven', 'years', 'last', 'five', 'ibm', 'says', 'lets', 'throw', 'away', 'leading', 'edge', 'say', 'well', 'buy']","['new', 'computer', 'wont', 'last', 'seven', 'years']",1
"['execution', 'guru', 'tegh', 'bahadur', 'son', 'guru', 'gobind', 'singh', 'exalted', 'faithful', 'ever', 'ready', 'armed', 'defense']","['guru', 'tengh', 'bahadur', 'died', 'without', 'heir']",2
"['least', 'im', 'going', 'give', 'try', 'cause', 'see', 'mean', 'oil', 'filters', 'mean', 'touch', 'right']","['doesnt', 'seem', 'worth', 'effort', 'oil', 'filters', 'reach']",2
"['government', 'sacrifice', 'anything', 'value', 'exchange', 'entity', 'forfeits', 'property', 'receive', 'anything', 'value']","['entity', 'receive', 'appropriate', 'compensation', 'forfeited', 'property']",2
"['second', 'thought', 'crowd', 'might', 'provide', 'cover', 'least', 'slow', 'pursuers', 'sheer', 'density']",['hide'],2
"['evaluating', 'intent', 'six', 'principles', 'observed', 'naturally', 'fell', 'three', 'distinct', 'sets', 'refer', 'critical', 'success', 'factors']","['six', 'principles', 'fell', 'two', 'distinct', 'sets']",2
['ran'],"['started', 'run']",0
"['fair', 'si', 'doesnt', 'pay', 'treats']","['si', 'pays', 'treats']",1
"['yeah', 'totally', 'ridiculous', 'mean', 'israelis', 'could', 'fixed', 'whole', 'problem', 'years', 'ago', 'sent', 'sent', 'guys', 'killed', 'saddam']","['israelis', 'didnt', 'knew', 'could', 'save', 'money', 'getting', 'states']",1
"['regretfully', 'acknowledge', 'may', 'even', 'make', 'practical', 'sense', 'hired', 'guns', 'like', 'norquist', 'downey', 'weber', 'aroundpeople', 'value', 'connections', 'power', 'knowledge', 'talent']","['might', 'good', 'idea', 'hired', 'guns', 'around']",0
"['fine', 'crusader', 'arch', 'leads', 'dimlylit', 'broad', 'stairway', 'dark', 'subterranean', 'church', 'assumption', 'greek', 'orthodox', 'church']","['bright', 'airy', 'church', 'assumption', 'plentiful', 'windows', 'let', 'sunlight']",2
"['ocho', 'rios', 'spanish', 'eight', 'rivers', 'name', 'descriptive', 'area']","['ocho', 'rios', 'means', 'eight', 'rivers', 'spains', 'national', 'language']",0
"['organizations', 'usually', 'allowed', 'individual', 'members', 'changed', 'employers', 'continue', 'participation']","['organizations', 'usually', 'got', 'angry', 'people', 'leaving']",1
"['well', 'uh', 'normally', 'like', 'go', 'fishing', 'boat', 'uh', 'rather', 'like', 'bank', 'fishing', 'like', 'try', 'catch', 'anything', 'thats', 'swimming', 'ive', 'problems', 'trying', 'catch', 'type', 'fish', 'uh', 'really', 'enjoy', 'boat', 'type', 'fishing']","['fish', 'boat', 'try', 'catching', 'fish', 'trouble', 'catching', 'certain', 'types']",0
"['extremely', 'limited', 'exceptions', 'authority', 'established', '31', 'usc']","['trying', 'eliminate', 'exceptions']",1
"['eilat', 'activities', 'booked', 'red', 'sea', 'sports', 'see', 'scuba', 'diving']","['currently', 'book', 'activities', 'black', 'sea', 'boating']",2
"['encounter', 'young', 'woman', 'taken', 'job', 'livein', 'domestic', 'huge', 'crumbling', 'roman', 'townhouse', 'belonging', 'english', 'loner', 'named', 'jason', 'kinsky', 'david', 'thewlis']","['encounter', 'young', 'woman', 'unemployed']",2
"['might', 'stop', 'completely', 'would', 'slow', 'first', 'night']","['wont', 'affect', 'speed']",2
"['crucial', 'part', 'world', 'home', 'parents', 'relate', 'children']","['crucial', 'part', 'parents', 'relate', 'children']",1
"['jons', 'defense', 'began', 'weaken', 'slow']","['jon', 'began', 'lose', 'strength', 'defense']",0
"['many', 'fled', 'returned']","['ran', 'never', 'looked', 'back']",2
"['yeah', 'yeah', 'went', 'went', 'school', 'wanting', 'either', 'high', 'school', 'algebra', 'teacher', 'high', 'school', 'french', 'teacher', 'two', 'favorite', 'people', 'high', 'school', 'algebra', 'teacher', 'french', 'teacher', 'uh', 'going', 'end', 'sophomore', 'year', 'wanted', 'uh', 'came', 'time', 'sign', 'majors', 'taken', 'chemistry', 'first', 'time', 'year', 'surprised', 'well']","['declaring', 'major', 'big', 'step']",1
"['kyotos', 'kabuki', 'troupe', 'performs', 'december', 'osakas', 'may']","['kyoto', 'kabuki', 'troupe', 'osaka']",0
"['actually', 'listened', 'one', 'time', 'remember', 'back', 'rap', 'even', 'uh', 'would', 'say', 'ten', 'fifteen', 'years', 'ago']","['15', 'years', 'ago', 'listened', 'rap', 'one', 'time', 'really', 'fond']",1
"['1', 'increased', 'federal', 'enforcement', 'hoovers', 'death', 'fbi', 'aggressively', 'investigate', 'mafia']","['increased', 'federal', 'enforcement', 'essential', 'curbing', 'organized', 'crime']",1
"['perfectly', 'feasible', 'spend', 'fortnight', 'eilat', 'exploring', 'red', 'sea', 'lying', 'beaches', 'journeying', 'negev', 'desert', 'never', 'see', 'religious', 'building', 'archaeological', 'site']","['staying', 'eliat', 'one', 'explore', 'red', 'sea', 'journey', 'negev', 'desert']",0
"['yeah', 'went', 'went', 'uh', 'rice', 'marching', 'owl', 'band', 'quite', 'known', 'musical', 'abilities', 'um', 'comedy', 'abilities']","['owl', 'band', 'well', 'known', 'music', 'abilities']",2
"['candle', 'grease']","['candle', 'grease']",2
"['oh', 'havent', 'quite', 'worked']",['figured'],2
"['true', 'drug', 'hangover', 'know']","['like', 'drug', 'hangover', 'worse']",1
"['expecting', 'local', 'economy']","['expect', 'local', 'economy', 'start', 'booming', 'within', 'year']",1
"['pulled', 'bar']","['dragged', 'door', 'pub']",0
"['depends', 'lot', 'uh', 'lot', 'things', 'thought', 'uh', 'know', 'farmers', 'thought', 'okay', 'got', 'chemicals', 'putting', 'chemicals', 'field', 'well', 'ground', 'naturally', 'filter']","['point', 'putting', 'farming', 'chemicals', 'ground']",2
"['use', 'one', 'black', 'soaker', 'hoses', 'actually', 'oozes', 'water', 'every', 'lace', 'couple', 'times', 'water', 'two', 'hours', 'week']","['takes', 'half', 'hour', 'water', 'week']",2
"['well', 'real', 'interesting', 'youre', 'far', 'away', 'really', 'thought', 'uh', 'uh']","['youre', 'nearby', 'surprising']",2
"['lacked', 'intelligence', 'introspection', 'humorit', 'crass', 'worthy', 'cosmopolitan', 'star', 'sense', 'humor', 'appreciate', 'joke', 'starts', 'grain', 'truth']","['article', 'written', 'crass', 'manner']",0
"['one', 'opportunist', 'stayed', 'octavius', 'decatur', 'gass']","['octavius', 'decatur', 'gass', 'refers', 'four', 'people']",2
"['takes', 'much', 'mean', 'like', 'course', 'mean', 'times', 'transforms', 'wave', 'mark', 'model', 'put', 'want', 'correct', 'know', 'youre', 'trying', 'make', 'wave', 'smooth', 'approximately', 'course', 'going', 'take', 'lot']","['takes', 'lot', 'spirit']",0
"['oh', 'believe', 'uh', 'mine', 'would', 'say', 'uh', 'uh', 'seem', 'rely', 'much']","['believe', 'kids', 'would', 'say', 'thing', 'think', 'might', 'rely', 'much', 'loyalty']",1
"['dont', 'know', 'answers', 'fella']","['know', 'everything', 'know']",2
"['turned', 'tommy']","['talked', 'tommy']",1
"['additionally', 'gaos', 'federalinformationsystemcontrolsauditmanualis', 'used', 'major', 'federal', 'audit', 'entities', 'evaluate', 'computerrelated', 'controls']","['gaos', 'system', 'ranked', 'best', 'federal', 'audit', 'entities']",1
"['sat', 'short', 'distance', 'eyes', 'jon']","['getting', 'ready', 'attack', 'eyes', 'jon']",1
"['abortive', 'countrywide', 'revolts']","['unrest', 'could', 'stopped', 'quickly']",1
"['national', 'football', 'league', 'semifinals', 'set']","['unable', 'disclose', 'dates', 'would', 'set']",1
"['think', 'would', 'awful', 'lot', 'resentment', 'um', 'really', 'dont', 'think', 'would', 'feasible', 'country']","['would', 'lot', 'enjoyment', 'think', 'really', 'feasible', 'country']",2
"['make', 'pretty', 'pair', 'working', 'together']","['worked', 'together', 'already']",1
"['ive', 'even', 'heard', 'people', 'sexually', 'abused']","['people', 'sexually', 'abused', 'nurses']",1
"['meanwhile', 'site', 'established', 'worldaid', '96', 'global', 'expo', 'conference', 'emergency', 'relief', 'took', 'place', 'last', 'fall', 'gives', 'firsthand', 'glimpse', 'frequently', 'crass', 'world', 'relief', 'business', 'note', 'long', 'list', 'commercial', 'exhibitors', 'attendance']","['worldaid', 'global', 'expo', '2002']",1
"['students', 'human', 'misery', 'savor', 'underlying', 'sadness', 'futility']","['students', 'human', 'misery', 'delighted', 'see', 'sad', 'truly']",0
"['age', 'already', 'dave', 'wasnt', 'listening', 'longer']","['dave', 'paying', 'speaker', 'lots', 'attention']",2
"['part', 'familyplanning', 'organizations', 'clinton', 'administration', 'seem', 'equally', 'adamant']",['abortions'],2
"['since', 'mid', '1990s', 'aggregate', 'household', 'wealth', 'swelled', 'relative', 'disposable', 'personal', 'income', 'largely', 'due', 'increases', 'market', 'value', 'households', 'existing', 'assets', 'see', 'figure', '12']","['aggregate', 'household', 'wealth', 'plummeted', 'since', '1990s', 'household', 'assets', 'steadily', 'decreased']",2
"['official', 'solution', 'liq']","['unofficial', 'solution', 'liq']",2
"['excerpt', 'voiceover', 'credo', 'read', 'opening', 'credits', 'new', 'upn', 'series', 'star', 'pitiful', 'helpless', 'giant', 'starring', 'former', 'secretary', 'state', 'george', 'shultz']","['star', 'pitiful', 'helpless', 'giant', 'show', 'wgn']",2
"['speeches', 'inflammatory']","['speeches', 'make', 'people', 'feel', 'lot', 'rage']",0
"['need', 'better', 'uh', 'uh', 'bought', 'wife', 'bought', 'new', 'car', 'uh', 'know', 'want', 'take', 'real', 'good', 'care', 'uh']","['dont', 'need', 'good']",2
"['18', '1989', 'rural', 'carriers', 'received', 'average', '34', 'cents', 'per', 'mile', 'motor', 'vehicle', 'allowance']","['allowance', 'increased', 'since', '1989']",1
"['wacky', 'tangent', 'washington', 'week', 'review', 'host', 'ken', 'bode', 'scolded', 'new', 'york', 'times', 'magazine', 'nov', '9', 'fashion', 'spread', 'said', 'endorsed', 'nowdiscredited', 'fashion', 'trend', 'heroin', 'chic']","['heroin', 'chic']",2
"['even', 'lower', 'limit', 'differential', 'compounds', 'hefty', 'sum', 'time']","['differential', 'doubles', 'every', 'month']",1
"['1984', 'clinton', 'picked', 'rock', 'groupie', 'connie', 'hamzy', 'sunbathing', 'bikini', 'hotel', 'pool']","['clinton', 'wasnt', 'afraid', 'show', 'public', '80s']",1
"['community', 'courthouse', 'held', 'every', 'second', 'tuesday', 'month', 'carver', '217', 'paso', 'hondo']","['grateful', 'place', 'hold', 'meetings']",1
